company_id,company_name
240819,"b & l oa co., ltd."
535141,far east trans company limited
477104,yhi corporation (thailand) company limited
754674,tri b company limited
401260,quality sign engineering company limited
363829,"bci asia construction information co., ltd."
70635,found company limited
499557,"msp. engineering ltd., part."
59328,"solvent co., ltd."
148352,d-rich group company limited
297112,hill sun company limited
60766,maintenance & civil company limited
208772,life 101 company limited
236960,optibelt power transmission (thailand) company limited
797001,vp development company limited
704179,building (thailand) company limited
914859,p l f company limited
1044349,stem consultant company limited
47593,brand and spa company limited
9811,headquarter company limited
991735,"c&a supermarket co., ltd."
297405,"c-system management co.,ltd."
387903,bearhug studio company limited
69399,motion pro systems company limited
233422,black canyon (thailand) company limited
180332,k & m (thailand) company limited
2559,avenue group company limited
571676,lucky charm company limited
570263,law services company limited
500820,mastercard (thailand) company limited
501923,giztix company limited
718592,"d e s co., ltd."
422020,"tom tom navigation (thailand) co.,ltd."
1018499,asia executive business alliance company limited
99213,advance service (thailand) company limited
504876,development management group company limited
51613,carrier refrigeration (thailand) company limited
317219,alstom (thailand) company limited
110687,"iron fox golf (thailand) co., ltd."
55390,"library house co.,ltd."
377876,"monoplan co., ltd."
424449,"pet supply co., ltd."
313979,gazillion company limited
1074984,"shine group co., ltd."
198770,jimmy & co company limited
562295,la sirena company limited
65311,fellowship limited
54366,entertainment and sports company limited
679133,worldwide services and consulting company limited
598029,yaowarat gold company limited
300450,"double-p co., ltd."
338126,juki (thailand) company limited
989703,cpt (thailand) company limited
294318,global trans company limited
1050219,"shop system co., ltd."
4220,practical systems company limited
93539,g. plus company limited
765811,rich network company limited
47752,"islamic corporation co., ltd."
735758,pds worldwide company limited
382779,beauty gold company limited
351259,"psi solutions co.,ltd."
467111,digit company limited
321532,orchid pool company limited
510537,d&f shop company limited
231974,"irex research co., ltd."
97955,advanced contracting company limited
246891,"project computer and communication co., ltd."
186817,product marketing company limited
228687,professional engineering company limited
746949,"bangkok information service co., ltd."
266289,para management company limited
195130,intertrade sales company limited
213915,"life & house co., ltd."
432913,duo-art company limited
400446,nutriqm company limited
366903,jc enterprise company limited
613674,r.t.v. company limited
7414,"group d.m.t. co.,ltd."
284085,global aviation spares (thailand) company limited
176119,integrated system (thailand) company limited
1044614,"step by step co., ltd."
400137,figaro company limited
591482,"bora co.,ltd."
687676,pan cargo company limited
1076859,social enterprise company limited
213661,lifehouse interior company limited
540911,wimol company limited
73177,current pacific (thailand) company limited
356142,e-biz company limited
1007279,"soft project co.,ltd."
677828,network transmission company limited
223575,kiatnakin bank public company limited
926458,"siam nava logistics co.,ltd."
1013904,"asia it co.,ltd."
1010691,chin van company limited
1017924,asia part technology company limited
60335,scenario(thailand) company limited
345973,"d a r s co.,ltd."
464120,mutare mundi company limited
297845,"hjellegjerde asia co., ltd."
90529,"gabriel properties co.,ltd."
522891,engineering to inspector company limited
528295,"mekong valley foods co.,ltd."
745198,business bridge international company limited
693956,world art design company limited
1082494,"solids handling and process engineering co., ltd."
48112,"jet co., ltd."
374770,p. t. store company limited
720644,world consultant limited partnership
321284,daily food service company limited
695868,"northern marketing co., ltd."
502164,master realestate company limited
331206,dusit company limited
352382,espresso del monte company limited
369921,eguide services (thailand) company limited
710884,"aeps (thailand) co.,ltd."
320916,"modern co., ltd."
395096,maxis products company limited
329320,"j-sam (thailand) co.,ltd."
973385,"chaleena holding co., ltd."
282575,c.s.group intertrade company limited
469622,n u v company limited
736866,"world green co., ltd."
171148,interactive communication company limited
278944,chevrolet sales (thailand) company limited
560889,nipada company limited
389217,d magazine company limited
1081128,"snv engineering co., ltd."
356564,"gotoon co.,ltd."
186430,"project seven co., ltd."
941373,bangkok pattaya real estate company limited
544837,picasso (thailand) company limited
216377,j-oil mills (thailand) company limited
744516,ainsure broker company limited
541809,f group f company limited
280667,cs audit and management company limited
190503,k. ceramic company limited
233490,black garlic (thailand) company limited
98143,"advance maintenance co., ltd."
46853,"bombardier transportation (thailand) co., ltd."
466234,"envi work co.,ltd."
702310,aec software company limited
678169,"pacific phuket co.,ltd."
1011216,asia national company limited
1050606,"siriwattana group co., ltd."
153350,gt dollar (thailand) company limited
328873,"baka co., ltd."
449892,we smile group company limited
935460,bangkae company limited
117066,it plaza company limited
431089,"lsk (thailand) co., ltd."
910099,plan b media public company limited
8065,dealdone corporation company limited
950810,"communication group co., ltd."
338269,"modern-space design co.,ltd."
323046,infra group company limited
673192,pacific lighting company limited
1039938,sroem siri heang limited partnership
451034,yves rocher (thailand) company limited
1040801,st advanced technology company limited
492260,bravura solutions(thailand)
366387,"right fast accounting and consultant co., ltd."
295577,"jarawee trading co.,ltd."
941361,bangkok international training center company limited
262316,l j y (thailand) company limited
308265,hairoha company limited
